学校,专业类,预测2024年总分
青岛农业大学,物理类类,472.0
青岛农业大学海都学院,不限,482.66666666666424
青岛农业大学海都学院,不限选考科目,449.0
青岛农业大学海都学院,历史类类,482.0
青岛农业大学海都学院,物理类类,433.0
青岛大学,化学+生物(均须选考),591.0
青岛大学,历史类类,552.0
青岛大学,物理类,569.8333333333339
青岛大学,物理类(必须选考),555.0
青岛大学,物理类+生物(均须选考),569.0
青岛大学,物理类类,577.0
青岛大学,物理类＋生物,572.0
青岛理工大学,化学,524.0
青岛理工大学,物理类,530.3333333333321
青岛理工大学,物理类(必须选考),510.0
青岛理工大学,物理类/生物(选考一门即可),520.0
青岛理工大学,物理类类,511.0
青岛科技大学,不限,542.6666666666679
青岛科技大学,不限选考科目,517.0
青岛科技大学,物理类,536.0
青岛科技大学,物理类(必须选考),504.0
青岛科技大学,物理类类,503.0
青海大学,化学+生物(均须选考),553.0
青海大学,物理类,583.5
青海大学,物理类(必须选考),547.0
青海大学,物理类/政治/地理(选考一门即可),552.0
青海大学,物理类类,531.9999999999995
青海大学,物理类／思想政治,586.3333333333321
首都体育学院,不限,516.3333333333358
首都医科大学,不限,576.1666666666679
首都医科大学,不限选考科目,549.0
首都医科大学,物理类,590.7142857142844
首都医科大学,物理类(均须选考),600.0
首都医科大学,物理类(必须选考),546.0
首都医科大学,物理类(选考一门即可),564.0
首都医科大学,物理类/生物(选考一门即可),563.0
首都医科大学,物理类类,436.0
首都师范大学,不限,571.6666666666666
首都师范大学,不限选考科目,578.0
首都师范大学,历史类,592.6666666666665
首都师范大学,历史类(必须选考),595.0
首都师范大学,历史类类,495.0
首都师范大学,地理,590.666666666667
首都师范大学,地理(必须选考),585.0
首都师范大学,政治(必须选考),579.0
首都师范大学,物理类,589.0000000000018
首都师范大学,物理类(必须选考),578.5
首都师范大学,物理类(选考一门即可),572.0
首都师范大学,物理类/地理(选考一门即可),586.0
首都师范大学,物理类/生物(选考一门即可),573.0
首都师范大学,物理类类,574.0
首都师范大学科德学院,不限,472.33333333333576
首都师范大学科德学院,不限选考科目,436.0
首都师范大学科德学院,历史类类,480.0
首都师范大学科德学院,物理类类,423.0
首都经济贸易大学,不限,568.9852941176468
首都经济贸易大学,不限选考科目,558.5
首都经济贸易大学,历史类类,436.0
首都经济贸易大学,物理类,570.310344827587
首都经济贸易大学,物理类(必须选考),564.0
首都经济贸易大学,物理类(选考一门即可),581.0
首都经济贸易大学,物理类/生物(选考一门即可),559.0
首都经济贸易大学,物理类类,519.0
鲁东大学,不限,485.33333333333326
鲁东大学,历史类/地理(选考一门即可),521.0
鲁东大学,历史类类,530.0
鲁东大学,物理类类,469.0
黑龙江外国语学院,不限,472.33333333333576
黑龙江外国语学院,不限选考科目,465.0
黑龙江外国语学院,历史类类,480.0
黑龙江大学,不限,521.0
黑龙江大学,不限选考科目,526.0
黑龙江大学,历史类,506.0
黑龙江大学,历史类类,526.0
黑龙江大学,政治/历史类/地理(选考一门即可),498.0
黑龙江大学,物理类,534.5
黑龙江大学,物理类(必须选考),510.0
黑龙江大学,物理类/生物(选考一门即可),517.0
黑龙江大学,物理类类,501.0
黑龙江科技大学,不限,504.66666666666424
黑龙江科技大学,物理类,498.66666666666424
黑龙江科技大学,物理类(必须选考),471.0
黑龙江科技大学,物理类类,466.0
齐鲁医药学院,不限选考科目,483.0
齐鲁医药学院,物理类,516.0
齐鲁医药学院,物理类+生物(均须选考),483.0
齐鲁医药学院,物理类/生物(选考一门即可),469.0
齐鲁医药学院,物理类类,451.0
齐鲁医药学院,物理类＋生物,526.0
齐鲁工业大学,物理类,537.0
齐鲁工业大学,物理类/生物(选考一门即可),490.0
齐鲁工业大学,物理类类,465.0
齐齐哈尔医学院,不限,497.6666666666679
齐齐哈尔医学院,不限选考科目,458.0
齐齐哈尔医学院,化学,455.9999999999982
齐齐哈尔医学院,化学(必须选考),500.0
齐齐哈尔医学院,化学+生物(均须选考),500.0
齐齐哈尔医学院,化学/生物(选考一门即可),506.0
齐齐哈尔医学院,物理类,547.0
齐齐哈尔医学院,物理类+生物(均须选考),510.0
齐齐哈尔医学院,物理类类,476.0
齐齐哈尔医学院,物理类＋生物,541.3333333333321
齐齐哈尔大学,不限,497.33333333333576
齐齐哈尔大学,不限选考科目,474.0
齐齐哈尔大学,化学,491.6666666666679
齐齐哈尔大学,化学(必须选考),468.0
齐齐哈尔大学,历史类类,499.0
齐齐哈尔大学,物理类,529.5
齐齐哈尔大学,物理类(必须选考),471.0
齐齐哈尔大学,物理类类,465.0
